t,f(t)
0.4791547670930152,0.4720099152322943
-1.021461181,37.56743183378962
-4.4671538,1507.309054
1.1305977670495277,5.036163250477324
-1.007832772,36.566910270139275
2.1893547306051726,8.786154312355833
2.6234893606960767,6.8186840994198405
1.8677760400443368,8.895406607910445
2.3332107201369787,8.346151220029355
0.066760289,0.5437820303406313
-3.952100253,1051.5425887059134
1.9939960634198792,8.999783717772665
2.615461851685229,6.8707246119367085
-4.036036323,1117.8146025146775
4.9536622299861115,32.76555628669186
-3.770438847,917.9666520269519
0.11455621501323954,0.3079120859929101
-0.712715361,18.99935216915119
-2.568302227,319.3149286698979
3.231254059924316,2.2022958898628673
1.5513193029824048,7.832641267456218
-0.665689149,16.858403636497016
-0.945556131,32.22039213925373
1.380285295066777,6.843213679394335
4.283365071662402,4.900715851071595
3.8387290775631637,0.14510356663730306
-2.844946739,419.1645667955104
3.6103606841265385,0.16543618055338527
1.3185338291759834,6.429286924818344
-1.809921501,132.60678270005494
1.8595606272361431,8.882049700771653
0.20518175341739386,0.049005801
0.5005679324047483,0.5650581138264843
-2.590921283,326.7619572005467
0.7615602046376635,2.149938543628144
-4.374909515,1416.7298020438361
-1.216465715,53.95859886050957
2.5105790109395762,7.503814200641372
4.306195847868565,5.3756244333670224
-0.725100687,19.591014096041217
1.0748675454466632,4.597293206174525
-1.504611653,86.16114597815181
2.702212990292516,6.284532148776179
-0.723716912,19.524324823555638
-2.439399035,279.1660789
1.009944517918071,4.079552219334271
0.047728392415994136,0.6583122379100154
0.23163080746079778,0.016161935481375234
-2.001567622,169.3262866690727
4.755931188731985,21.11546525402639
-2.437437137,278.58441850995234
4.931001111602356,31.256681420356358
3.842457078585177,0.15574711212173042
0.48987881196998284,0.5177291735048111
3.113240654678096,3.1000477449623105
4.465617825147399,9.481911490719526
2.2551228793353424,8.613710305
0.024233322,0.8165904897713524
-4.722951004,1780.677128671217
0.053072289821557206,0.6249337419492529
3.799299473499378,0.056396083242390205
0.9455424708362337,3.5649945634979243
3.8634848550321284,0.22332789140914144
-3.442856035,708.8736817696512
-1.075832001,41.741193639160166
-1.175632966,50.19219105482825
0.7899696018509204,2.3587628401501277
